-7.45202,-1.76474,-3.00057,-2.99908,71.9959,1.1703e-06,18,-3.00057,-2.99908,719.959,1.1703e-07,18,-3.00057,-2.99908,7199.59,1.1703e-08,18
-4.21962,-9.79672,-2.94044,-2.9404,70.5772,0.00709934,18,0.0149928,0.014964,178.207,1.81802,18,2.94112,2.94101,0.694695,0.705925,21
1.23181,-4.89792,-2.8797,-2.87774,69.1188,0.0294178,15,0.999566,1.02644,78.9668,3.22087,12,2.97066,2.97074,0.171659,0.712986,21
-4.79318,5.97371,-2.81999,-2.81994,67.744,0.0648248,24,1.53406,1.53434,42.9713,4.1118,18,2.98068,2.98071,0.0745061,0.715375,21
-1.98905,6.05797,-2.76432,-2.75962,66.4006,0.113326,15,1.8388,1.83875,26.9691,4.68274,18,2.98572,2.98586,0.0403791,0.716594,18
6.79658,-5.20332,-2.69979,-2.69967,64.9738,0.180328,21,2.04209,2.0418,18.3575,5.08424,27,2.98867,2.98865,0.0257198,0.717281,21
-8.55415,-8.18259,-2.64005,-2.63976,63.6171,0.259336,21,2.18732,2.18734,13.2086,5.38168,21,2.99055,2.99062,0.0177358,0.717742,21
-6.2174,9.11143,-2.57998,-2.57995,62.272,0.35286,24,2.29641,2.2964,9.90085,5.61039,21,2.99218,2.99193,0.0126289,0.718094,21
-1.61571,-3.51457,-2.52003,-2.51995,60.9406,0.460817,24,2.38121,2.38132,7.65666,5.7916,21,2.99356,2.99202,0.0105122,0.718271,15
-5.94377,0.352944,-2.45989,-2.46032,59.6256,0.582965,18,2.44814,2.4483,6.0893,5.93661,18,2.9941,2.99411,0.00694857,0.718586,18
-8.78477,9.19457,-2.3993,-2.40006,58.3131,0.720767,24,2.50461,2.50461,4.90818,6.06015,21,2.99465,2.9946,0.00577103,0.718711,21
-5.16021,1.91164,-2.34075,-2.33961,57.035,0.870727,18,2.55079,2.5509,4.03482,6.16237,21,2.99522,2.99533,0.00446155,0.718867,18
-0.498894,3.85903,-2.27925,-2.28076,55.7569,1.03678,18,2.58969,2.59036,3.36159,6.24968,15,2.99554,2.99564,0.00388793,0.718942,18
-1.85716,9.55197,-2.21988,-2.22016,54.4972,1.21674,24,2.62379,2.62348,2.833,6.32506,18,2.99586,2.99599,0.0033173,0.719023,24
9.39707,7.54087,-2.15991,-2.15994,53.2496,1.41146,21,2.65272,2.65227,2.4152,6.39014,18,2.99634,2.99601,0.00293359,0.719082,21
7.93738,-8.05495,-2.10019,-2.10015,52.0234,1.61939,21,2.67817,2.67834,2.07038,6.44852,21,2.99676,2.99676,0.00210272,0.719222,24
-4.22386,-6.28224,-2.04001,-2.03994,50.8027,1.84329,21,2.70944,2.68846,1.81483,6.49563,18,2.99667,2.99705,0.00197787,0.719247,21
-7.85167,7.00795,-1.97945,-1.98026,49.5979,2.08139,18,2.72046,2.72033,1.56356,6.54459,18,2.9969,2.99682,0.00197163,0.719247,21
-1.18016,-2.64485,-1.92004,-1.9197,48.4102,2.33336,15,2.73856,2.73865,1.36656,6.58631,24,2.99702,2.99794,0.00131082,0.719396,15
2.98166,6.83079,-1.85989,-1.86005,47.2386,2.59934,21,2.74394,2.75754,1.24353,6.61421,15,2.99887,2.99744,0.000784679,0.719557,15
-6.58688,-0.221757,-1.79996,-1.80008,46.0804,2.8799,24,2.76934,2.7692,1.06473,6.6569,21,2.99769,2.99735,0.00123275,0.719406,18
-8.37253,-5.14104,-1.74,-1.73961,44.9315,3.17617,18,2.78256,2.78239,0.946358,6.6874,21,2.99783,2.99791,0.000911244,0.719488,21
1.59565,-4.58992,-1.67979,-1.68008,43.8036,3.48514,21,2.79441,2.7945,0.844999,6.71514,21,2.99733,2.99858,0.000913348,0.719509,18
-6.0296,9.97994,-1.60597,-1.62868,42.6396,3.82386,18,2.80573,2.80558,0.755418,6.74112,21,2.99777,2.99806,0.000877061,0.719499,24
1.89551,-1.97337,-1.56,-1.55998,41.5871,4.14724,21,2.8158,2.81586,0.678343,6.76478,21,2.99848,2.99792,0.000662894,0.719568,21
0.332882,3.11074,-1.50006,-1.50047,40.5048,4.49841,18,2.82531,2.82532,0.610272,6.78687,15,2.99813,2.99804,0.000734004,0.71954,15
-2.7788,5.17267,-1.44003,-1.43998,39.4273,4.86717,18,2.83388,2.83376,0.552332,6.80669,21,2.9983,2.99833,0.000570845,0.719595,27
-4.97762,6.72231,-1.37978,-1.37965,38.3638,5.25064,18,2.84207,2.84208,0.498792,6.82597,21,2.99844,2.99842,0.000494208,0.719623,21
-0.968295,3.16522,-1.3201,-1.31971,37.3231,5.64545,18,2.84965,2.84947,0.452639,6.84347,21,2.99835,2.99848,0.000504939,0.719619,18
6.27428,-1.57123,-1.26006,-1.25998,36.2955,6.05506,21,2.8566,2.85681,0.410664,6.8602,18,2.99843,2.99848,0.000474882,0.71963,21
0.706099,4.21166,-1.20003,-1.20005,35.2807,6.47971,24,2.86321,2.86332,0.373916,6.87558,18,2.99852,2.99862,0.000407506,0.719658,18
0.373828,6.48224,-1.13985,-1.13968,34.2753,6.92095,21,2.86993,2.86875,0.34144,6.88983,18,2.99886,2.9988,0.000273402,0.71972,21
7.92942,2.52216,-1.07981,-1.07996,33.2909,7.37372,21,2.87494,2.87491,0.31287,6.90295,18,2.9987,2.99878,0.000318478,0.719697,21
3.49019,-3.25074,-1.01988,-1.02007,32.3204,7.84102,18,2.88053,2.88066,0.285143,6.91628,18,2.99916,2.99909,0.000153223,0.71979,18
9.8773,-3.52815,-0.959418,-0.959563,31.3551,8.32736,21,2.8878,2.88861,0.249968,6.93419,15,2.99897,2.99875,0.000261427,0.719727,18
-6.41995,-6.70958,-0.900176,-0.900156,30.4226,8.81861,24,2.89037,2.89014,0.240879,6.93902,18,2.99875,2.99891,0.000274633,0.71972,21
6.2501,-4.79248,-0.840053,-0.840229,29.4934,9.32998,18,2.89717,2.89416,0.217752,6.95178,18,2.99867,2.99871,0.000344423,0.719685,18
-1.85061,-2.15425,-0.780206,-0.780021,28.5785,9.85579,18,2.8995,2.89966,0.201696,6.961,33,2.99827,2.9985,0.000522902,0.719613,18
0.6176,2.11978,-0.719668,-0.72019,27.6757,10.3974,18,2.90342,2.90298,0.187401,6.96956,15,2.99917,2.99883,0.000206466,0.71976,18
-2.17432,-7.48689,-0.660022,-0.660085,26.792,10.9507,21,2.90787,2.90761,0.170245,6.98027,21,2.99894,2.99912,0.000189506,0.719767,21
-9.85359,8.15857,-0.599994,-0.600117,25.9208,11.5195,21,2.91129,2.91126,0.157429,6.98864,24,2.9992,2.99906,0.000153381,0.719791,24
5.62384,-2.63239,-0.537639,-0.537156,25.0264,12.1288,18,2.91486,2.915,0.144739,6.99728,21,2.99909,2.99913,0.000158613,0.719786,21
3.33124,-9.35378,-0.480067,-0.479197,24.2157,12.7045,24,2.91736,2.91729,0.1367,7.00295,18,2.99914,2.99902,0.000170063,0.719779,21
-5.91008,-7.63706,-0.419832,-0.419751,23.39,13.3149,21,2.92169,2.92158,0.122811,7.01316,21,2.9992,2.9989,0.000185696,0.719772,21
3.81145,-9.6358,-0.360035,-0.359981,22.5793,13.9391,21,2.9254,2.92537,0.111347,7.02204,21,2.99929,2.99915,0.000122878,0.719813,21
0.791719,-5.48245,-0.300332,-0.300079,21.7827,14.5778,18,2.9276,2.92737,0.10516,7.02702,18,2.99958,2.99982,2.04405e-05,0.719929,21
4.57587,-8.83445,-0.239991,-0.23999,20.9951,15.2353,21,2.93058,2.93044,0.0965822,7.03419,21,2.9987,2.99905,0.000259298,0.71973,21
-9.00021,2.50529,-0.17986,-0.179919,20.2234,15.906,21,2.93295,2.93281,0.0901138,7.0398,18,2.99969,2.99895,0.000120462,0.719836,21
3.6877,4.48998,-0.119958,-0.120001,19.4685,16.589,21,2.93556,2.93575,0.0828012,7.0464,18,2.99936,2.99935,8.42207e-05,0.719844,18
9.25455,3.56501,-0.0601062,-0.0598659,18.727,17.2874,18,2.93819,2.93827,0.0763157,7.05251,21,2.99955,2.99924,7.82668e-05,0.719854,18
-9.03817,-7.16541,5.53552e-05,-7.80991e-06,17.9997,18.0003,27,2.94078,2.9408,0.0701132,7.0586,21,2.99939,2.99908,0.000121522,0.719817,21
6.85543,7.21192,0.0599961,0.0600347,17.287,18.7274,21,2.94266,2.94243,0.066021,7.06277,18,3.00251,2.998,0.00103025,0.720062,18
-1.95788,-4.99519,0.119985,0.119685,16.5907,19.4667,24,2.94478,2.94472,0.0610504,7.06801,18,2.99943,2.99941,6.69392e-05,0.719861,21
-4.94233,8.65972,0.180198,0.179592,15.906,20.2235,21,2.94707,2.94771,0.0553504,7.0743,21,2.99949,2.9993,7.42303e-05,0.719856,18
7.1246,2.88336,0.2401,0.239776,15.2359,20.9944,18,2.94926,2.94929,0.0514634,7.07877,21,2.99913,2.99937,0.000116172,0.719819,15
-8.82718,7.27101,0.299701,0.299696,14.5833,21.776,18,2.9514,2.95137,0.0472656,7.0838,21,3.00089,3.00518,0.00276622,0.720729,18
1.04192,6.79667,0.359989,0.359924,13.9397,22.5786,24,2.9528,2.95363,0.0437862,7.08815,18,2.99964,2.99963,2.66615e-05,0.719912,21
-5.36138,-5.62684,0.419841,0.419887,13.3142,23.3909,18,2.95492,2.95509,0.0404885,7.09242,21,2.99957,2.99939,5.60513e-05,0.719875,24
7.44289,-1.27146,0.479755,0.480125,12.7014,24.22,18,2.95689,2.95686,0.0371933,7.09687,21,2.99949,2.99938,6.38959e-05,0.719865,18
-3.26389,1.25434,0.540181,0.539881,12.1029,25.0636,18,2.95852,2.95821,0.0346729,7.10042,18,2.99966,2.99957,3.04199e-05,0.719907,18
-0.907253,7.52782,0.599984,0.600061,11.5198,25.9203,21,2.96028,2.96042,0.0314469,7.10515,21,2.99968,2.99956,2.9543e-05,0.719909,18
5.77189,-6.33139,0.660239,0.660267,10.9488,26.7949,18,2.96186,2.96198,0.0290042,7.10889,21,2.99975,2.99946,3.50305e-05,0.719906,18
8.69337,6.77167,0.720084,0.720079,10.3961,27.678,21,2.96178,2.96307,0.0282455,7.1101,21,2.99976,2.99955,2.55632e-05,0.719918,24
6.1739,2.38107,0.780228,0.780039,9.85561,28.5788,18,2.96497,2.96532,0.0242967,7.11659,18,2.9994,2.99979,4.05543e-05,0.719903,18
1.26165,5.42845,0.838457,0.840117,9.33737,29.4802,15,2.96652,2.96648,0.0224439,7.11983,21,3.00003,2.99983,2.89606e-06,0.719983,21
-4.05392,2.22348,0.900016,0.900034,8.81979,30.4204,18,2.96768,2.96787,0.0207686,7.12287,21,2.99937,2.9996,5.64138e-05,0.719876,24
8.26304,-7.19849,0.96059,0.960705,8.31791,31.3735,18,2.96904,2.96901,0.0191925,7.12585,21,2.99994,2.99971,8.53823e-06,0.719959,21
-0.564598,-3.69484,1.02006,1.01997,7.84066,32.3211,24,2.97044,2.96995,0.0177694,7.12864,18,2.9997,2.99974,1.5398e-05,0.719934,21
-2.19368,4.49307,1.07987,1.07994,7.37354,33.2912,18,2.97192,2.9719,0.0157803,7.13274,18,2.99951,2.99984,2.61216e-05,0.719923,18
-5.03512,-5.06908,1.14024,1.13999,6.91834,34.2811,18,2.97323,2.97324,0.0143275,7.13591,21,2.99974,2.99973,1.40499e-05,0.719936,21
-2.62357,-3.8623,1.20148,1.20432,6.45914,35.3287,15,2.97438,2.97447,0.0130828,7.13875,24,3.00002,3.00014,2.07489e-06,0.72002,21
-7.79807,8.41835,1.26001,1.26001,6.05514,36.2953,21,2.97542,2.97576,0.011916,7.14154,21,2.99988,2.99964,1.42472e-05,0.719943,21
-7.06563,-3.15945,1.32006,1.32027,5.64367,37.3277,18,2.97713,2.97663,0.0106919,7.14462,18,2.99979,2.9998,8.58569e-06,0.71995,21
-7.20849,-9.62274,1.37995,1.3799,5.24927,38.3675,21,2.97788,2.9778,0.00982135,7.14691,24,2.99985,2.99977,7.48903e-06,0.719954,24
5.56909,-0.472384,1.43992,1.43991,4.86774,39.4257,18,2.97907,2.97904,0.00877318,7.14982,24,2.9998,2.99978,8.74533e-06,0.71995,24
1.6316,-5.33816,1.5011,1.4997,4.49758,40.5073,15,2.97952,2.98019,0.00811649,7.15174,21,2.99949,2.99972,3.39005e-05,0.719905,24
-2.94456,-2.59652,1.55986,1.55979,4.14821,41.584,21,2.98112,2.98117,0.00711006,7.15482,27,3.00015,2.99953,2.48014e-05,0.719961,18
-1.66955,-4.25119,1.61984,1.61967,3.81017,42.6842,18,2.98208,2.98219,0.00638435,7.15718,27,2.99995,2.99907,8.60708e-05,0.719882,21
-5.82484,-5.49564,1.68016,1.68034,3.48348,43.8095,21,2.9832,2.9831,0.00568054,7.15961,24,2.99935,3.00014,4.42881e-05,0.719938,21
8.12988,5.43681,1.74035,1.73996,3.17442,44.9381,18,2.9841,2.98414,0.00504442,7.16193,18,2.99974,2.99986,8.63394e-06,0.719952,24
9.9328,-5.92403,1.79991,1.79989,2.88049,46.0781,21,2.98516,2.98516,0.00440384,7.16443,18,2.99965,2.9996,2.80781e-05,0.71991,18
-2.33971,8.19585,1.85975,1.86001,2.59974,47.2369,15,2.98611,2.98611,0.0038595,7.1667,21,2.99987,2.99975,7.86658e-06,0.719955,24
-3.12252,7.09569,1.91999,1.92023,2.33233,48.4149,21,2.98702,2.98668,0.00345875,7.16848,21,2.99992,2.99971,9.22722e-06,0.719955,21
-5.49899,4.6838,1.98038,1.97953,2.081,49.5998,18,2.98772,2.98795,0.00295995,7.17083,21,2.99982,2.99979,7.42061e-06,0.719954,21
1.58876,-0.534115,2.03968,2.04003,1.84375,50.8003,18,2.98844,2.98856,0.00264442,7.17243,24,2.99981,2.99999,3.61936e-06,0.719976,24
9.61472,8.96519,2.09993,2.09996,1.62019,52.0189,21,2.98967,2.9901,0.00204881,7.17573,18,2.99969,2.99983,1.23357e-05,0.719943,21
5.60358,-8.18335,2.16007,2.16025,1.41067,53.2545,21,2.9901,2.99022,0.00193632,7.1764,24,2.99974,2.99992,7.21283e-06,0.719959,24
7.38354,8.53795,2.22009,2.21999,1.21669,54.4976,21,2.99107,2.99113,0.00158404,7.17866,21,2.9999,3.00007,1.38575e-06,0.719997,21
-1.3428,-9.82495,2.27954,2.28024,1.03711,55.7545,21,2.99179,2.99176,0.00135343,7.18027,24,2.99995,2.99992,7.75877e-07,0.719985,21
8.9152,-5.77371,2.34007,2.34029,0.870736,57.035,24,2.99253,2.99268,0.00109364,7.18226,21,3.00008,2.9998,4.57061e-06,0.719986,24
-0.297334,0.546801,2.40009,2.39996,0.719946,58.3205,21,2.99338,2.99338,0.000877292,7.18411,18,3.00018,3.00004,3.40566e-06,0.720026,18
-1.11187,6.75811,2.45994,2.4599,0.583381,59.6214,18,2.99375,2.99355,0.000806613,7.18477,15,3,3.0004,1.59074e-05,0.720048,18
7.95029,7.21859,2.5199,2.52014,0.460763,60.9412,18,2.99553,2.9913,0.000956104,7.18421,18,3.00049,2.99951,4.83704e-05,0.719999,18
-7.49308,-7.87456,2.58017,2.58001,0.352649,62.2748,21,2.99544,2.99539,0.000420279,7.189,27,3.00023,2.99994,5.59099e-06,0.720021,27
-8.27705,-9.3632,2.64,2.64004,0.25917,63.6197,21,2.99629,2.99622,0.000280456,7.19102,21,2.99961,3.00001,1.53732e-05,0.719954,21
7.56225,-8.34425,2.69998,2.70002,0.179997,64.9801,24,2.99688,2.9968,0.000200189,7.19241,27,2.99986,3.0001,3.12505e-06,0.719995,27
-5.28723,-4.77746,2.75992,2.76023,0.115127,66.357,27,2.99742,2.99747,0.000130621,7.19387,24,2.99982,3,3.26263e-06,0.719978,21
9.8516,1.59024,2.81995,2.82033,0.064698,67.7481,21,3.00557,2.99898,0.000320427,7.20545,15,2.99999,3.00022,5.04256e-06,0.720025,18
-7.68177,-5.64739,2.88001,2.87994,0.0288125,69.1482,21,2.99864,2.99879,3.31307e-05,7.19692,24,3.00002,3.00037,1.39666e-05,0.720047,21
-3.72596,3.90699,2.93991,2.94001,0.00720911,70.5663,18,2.99991,2.99893,1.1524e-05,7.19861,18,2.99985,3.00004,2.35175e-06,0.719987,18
3.81849,-4.11124,2.99958,3.0003,2.66573e-07,71.9986,18,2.99958,3.0003,2.66573e-06,7.19986,18,2.99958,3.0003,2.66573e-05,0.719986,18
